frame,pred_count,prey_count,total count
1659,12,29,41
1660,12,29,41
1661,12,29,41
1662,12,29,41
1663,12,29,41
1664,12,29,41
1665,12,29,41
1666,12,29,41
1667,12,29,41
1668,12,29,41
1669,12,29,41
1670,12,29,41
1671,12,29,41
1672,12,29,41
1673,12,28,40
1674,12,28,40
1675,12,28,40
1676,12,28,40
1677,12,28,40
1678,12,28,40
1679,12,28,40
1680,12,28,40
1681,12,28,40
1682,12,28,40
1683,12,28,40
1684,12,29,41
1685,11,29,40
1686,11,29,40
1687,11,29,40
1688,11,29,40
1689,11,30,41
1690,11,30,41
1691,11,30,41
1692,11,30,41
1693,11,30,41
1694,11,30,41
1695,11,30,41
1696,11,30,41
1697,11,30,41
1698,11,30,41
1699,11,30,41
1700,11,30,41
1701,11,30,41
1702,11,30,41
1703,11,30,41
1704,11,30,41
1705,11,30,41
1706,11,30,41
1707,10,30,40
1708,10,30,40
1709,10,30,40
1710,10,30,40
1711,10,30,40
1712,10,30,40
1713,10,30,40
1714,10,30,40
1715,10,30,40
1716,10,30,40
1717,10,30,40
1718,10,30,40
1719,10,30,40
1720,10,30,40
1721,10,30,40
1722,10,30,40
1723,10,30,40
1724,10,30,40
1725,10,30,40
1726,10,30,40
1727,10,30,40
1728,10,30,40
1729,10,30,40
1730,10,29,39
1731,10,29,39
1732,10,29,39
1733,10,29,39
1734,10,29,39
1735,9,29,38
1736,9,30,39
1737,9,30,39
1738,9,31,40
1739,9,31,40
1740,9,31,40
1741,9,31,40
1742,9,31,40
1743,9,31,40
1744,9,31,40
1745,9,31,40
1746,9,31,40
1747,9,31,40
1748,9,31,40
1749,9,31,40
1750,9,31,40
1751,9,33,42
1752,9,33,42
1753,9,33,42
1754,9,34,43
1755,9,34,43
1756,9,34,43
1757,9,34,43
1758,9,34,43
1759,9,34,43
1760,9,34,43
1761,9,34,43
1762,9,34,43
1763,9,34,43
1764,9,34,43
1765,9,34,43
1766,9,34,43
1767,9,34,43
1768,9,34,43
1769,9,34,43
1770,9,34,43
1771,9,34,43
1772,9,34,43
1773,9,34,43
1774,9,34,43
1775,9,34,43
1776,9,34,43
1777,9,34,43
1778,9,34,43
1779,9,34,43
1780,9,34,43
1781,9,35,44
1782,9,35,44
1783,9,35,44
1784,9,35,44
1785,9,35,44
1786,9,35,44
1787,9,35,44
1788,9,35,44
1789,9,35,44
1790,9,35,44
1791,9,35,44
1792,9,35,44
1793,9,35,44
1794,9,35,44
1795,9,35,44
1796,10,34,44
1797,10,34,44
1798,10,34,44
1799,10,34,44
1800,10,34,44
1801,10,35,45
1802,10,35,45
1803,10,35,45
1804,10,35,45
1805,10,35,45
1806,10,35,45
1807,10,35,45
1808,10,34,44
1809,11,33,44
1810,11,33,44
1811,11,33,44
1812,11,33,44
1813,11,33,44
1814,11,33,44
1815,11,33,44
1816,11,33,44
1817,11,33,44
1818,11,33,44
1819,11,34,45
1820,11,34,45
1821,11,34,45
1822,11,34,45
1823,11,34,45
1824,11,34,45
1825,11,34,45
1826,11,34,45
1827,11,34,45
1828,11,34,45
1829,11,34,45
1830,11,35,46
1831,11,35,46
1832,11,35,46
1833,11,35,46
1834,11,35,46
1835,11,36,47
1836,11,36,47
1837,11,36,47
1838,11,36,47
1839,11,36,47
1840,11,36,47
1841,11,36,47
1842,11,36,47
1843,11,36,47
1844,11,36,47
1845,11,36,47
1846,11,36,47
1847,11,36,47
1848,11,36,47
1849,11,36,47
1850,11,36,47
1851,11,36,47
1852,11,36,47
1853,11,36,47
1854,11,35,46
1855,11,36,47
1856,11,36,47
1857,11,36,47
1858,11,37,48
1859,11,37,48
1860,11,37,48
1861,11,37,48
1862,11,37,48
1863,12,37,49
1864,12,37,49
1865,12,37,49
1866,12,37,49
1867,12,37,49
1868,12,37,49
1869,12,36,48
1870,12,36,48
1871,12,36,48
1872,12,36,48
1873,12,37,49
1874,12,37,49
1875,12,38,50
1876,12,38,50
1877,12,38,50
1878,12,38,50
1879,12,38,50
1880,12,38,50
1881,12,38,50
1882,12,38,50
1883,12,38,50
1884,12,38,50
1885,12,38,50
1886,12,38,50
1887,12,38,50
1888,12,38,50
1889,12,37,49
1890,12,37,49
1891,12,37,49
1892,12,37,49
1893,12,37,49
1894,12,37,49
1895,12,37,49
1896,12,37,49
1897,12,38,50
1898,12,38,50
1899,12,38,50
1900,12,38,50
1901,12,38,50
1902,12,38,50
1903,12,38,50
1904,12,38,50
1905,12,38,50
1906,12,38,50
1907,12,38,50
1908,12,38,50
1909,11,39,50
1910,11,39,50
1911,11,40,51
1912,11,41,52
1913,11,41,52
1914,11,41,52
1915,11,41,52
1916,11,41,52
1917,11,42,53
1918,11,42,53
1919,11,43,54
1920,11,43,54
1921,11,43,54
1922,11,43,54
1923,11,43,54
1924,11,43,54
1925,11,43,54
1926,11,43,54
1927,11,43,54
1928,11,43,54
1929,11,43,54
1930,11,43,54
1931,11,43,54
1932,11,43,54
1933,11,44,55
1934,11,44,55
1935,11,44,55
1936,11,44,55
1937,11,44,55
1938,11,45,56
1939,11,46,57
1940,11,46,57
1941,11,45,56
1942,11,45,56
1943,11,45,56
1944,11,45,56
1945,11,45,56
1946,11,45,56
1947,11,45,56
1948,11,45,56
1949,11,45,56
1950,11,45,56
1951,11,45,56
1952,11,45,56
1953,11,45,56
1954,11,45,56
1955,11,45,56
1956,11,45,56
1957,11,45,56
1958,11,45,56
1959,11,45,56
1960,11,45,56
1961,11,45,56
1962,11,45,56
1963,11,45,56
1964,11,45,56
1965,11,45,56
1966,11,45,56
1967,11,46,57
1968,11,46,57
1969,11,47,58
1970,11,47,58
1971,11,47,58
1972,11,47,58
1973,11,47,58
1974,11,47,58
1975,11,47,58
1976,11,47,58
1977,11,47,58
1978,11,47,58
1979,11,47,58
1980,11,47,58
1981,11,47,58
1982,11,47,58
1983,11,47,58
1984,11,47,58
1985,11,47,58
1986,11,47,58
1987,11,47,58
1988,10,47,57
1989,10,47,57
1990,10,48,58
1991,10,48,58
1992,10,48,58
1993,10,48,58
1994,10,48,58
1995,10,48,58
1996,10,48,58
1997,10,48,58
1998,10,48,58
1999,10,48,58
2000,10,48,58
2001,10,48,58
2002,10,48,58
2003,10,48,58
2004,10,48,58
2005,10,48,58
2006,10,48,58
2007,10,48,58
2008,10,48,58
2009,10,48,58
2010,10,48,58
2011,10,47,57
2012,9,47,56
2013,9,47,56
2014,9,47,56
2015,9,48,57
2016,9,48,57
2017,9,48,57
2018,9,48,57
2019,9,48,57
2020,9,48,57
2021,9,48,57
2022,9,48,57
2023,9,49,58
2024,9,49,58
2025,9,50,59
2026,9,50,59
2027,9,50,59
2028,9,50,59
2029,9,50,59
2030,9,50,59
2031,9,49,58
2032,9,49,58
2033,9,50,59
2034,9,50,59
2035,9,50,59
2036,9,50,59
2037,9,50,59
2038,10,49,59
2039,10,49,59
2040,9,49,58
2041,9,49,58
2042,9,49,58
2043,9,49,58
2044,9,49,58
2045,9,49,58
2046,9,49,58
2047,9,49,58
2048,9,49,58
2049,9,49,58
2050,9,49,58
2051,9,49,58
2052,9,49,58
2053,9,49,58
2054,10,48,58
2055,10,48,58
2056,10,47,57
2057,10,47,57
2058,11,46,57
2059,11,46,57
2060,11,46,57
2061,11,46,57
2062,11,46,57
2063,11,46,57
2064,11,46,57
2065,11,46,57
2066,11,46,57
2067,11,46,57
2068,11,47,58
2069,12,46,58
2070,12,46,58
2071,12,46,58
2072,12,46,58
2073,12,46,58
2074,12,46,58
2075,12,46,58
2076,12,46,58
2077,12,46,58
2078,12,46,58
2079,12,46,58
2080,12,46,58
2081,12,46,58
2082,12,46,58
2083,12,46,58
2084,12,46,58
2085,12,46,58
2086,12,46,58
2087,12,45,57
2088,12,45,57
2089,12,45,57
2090,12,45,57
2091,12,45,57
2092,12,45,57
2093,12,45,57
2094,12,45,57
2095,12,45,57
2096,12,45,57
2097,12,44,56
2098,12,45,57
2099,12,45,57
2100,12,45,57
2101,12,45,57
2102,12,45,57
2103,12,45,57
2104,12,45,57
2105,12,45,57
2106,12,45,57
2107,12,45,57
2108,12,45,57
2109,12,45,57
2110,12,45,57
2111,12,46,58
2112,12,46,58
2113,12,46,58
2114,12,46,58
2115,12,46,58
2116,12,46,58
2117,12,46,58
2118,12,46,58
2119,12,46,58
2120,12,47,59
2121,12,47,59
2122,12,47,59
2123,12,47,59
2124,12,47,59
2125,12,47,59
2126,12,47,59
2127,12,47,59
2128,12,47,59
2129,12,47,59
2130,12,48,60
2131,12,48,60
2132,12,49,61
2133,12,49,61
2134,12,49,61
2135,12,49,61
2136,12,49,61
2137,12,49,61
2138,12,49,61
2139,12,49,61
2140,12,49,61
2141,12,49,61
2142,12,49,61
2143,13,48,61
2144,14,47,61
2145,14,48,62
2146,14,48,62
2147,14,48,62
2148,14,48,62
2149,14,48,62
2150,14,48,62
2151,14,48,62
2152,14,48,62
2153,14,48,62
2154,14,48,62
2155,13,48,61
2156,13,48,61
2157,13,48,61
2158,13,48,61
2159,13,48,61
2160,13,48,61
2161,13,48,61
2162,13,48,61
2163,13,48,61
2164,13,48,61
2165,13,48,61
2166,13,49,62
2167,13,50,63
2168,13,50,63
2169,13,50,63
2170,13,50,63
2171,13,50,63
2172,13,50,63
2173,13,50,63
2174,13,50,63
2175,13,50,63
2176,13,50,63
2177,13,50,63
2178,13,50,63
2179,13,50,63
2180,13,49,62
2181,13,49,62
2182,13,49,62
2183,13,49,62
2184,13,50,63
2185,14,49,63
2186,14,50,64
2187,14,50,64
2188,14,51,65
2189,14,51,65
2190,14,51,65
2191,14,51,65
2192,14,51,65
2193,14,51,65
2194,14,51,65
2195,14,50,64
2196,14,50,64
2197,14,50,64
2198,14,51,65
2199,14,51,65
2200,14,51,65
2201,14,51,65
2202,14,51,65
2203,14,51,65
2204,14,51,65
2205,14,51,65
2206,14,51,65
2207,14,50,64
2208,14,50,64
2209,14,50,64
2210,14,50,64
2211,14,49,63
2212,14,49,63
2213,14,49,63
2214,14,49,63
2215,14,50,64
2216,14,50,64
2217,14,50,64
2218,14,50,64
2219,14,50,64
2220,14,50,64
2221,14,50,64
2222,14,50,64
2223,14,50,64
2224,14,50,64
2225,14,50,64
2226,14,50,64
2227,14,50,64
2228,14,50,64
2229,14,50,64
2230,13,50,63
2231,13,50,63
2232,13,50,63
2233,13,50,63
2234,13,50,63
2235,14,49,63
2236,14,49,63
2237,14,49,63
2238,14,49,63
2239,14,49,63
2240,14,49,63
2241,14,49,63
2242,14,49,63
2243,14,49,63
2244,13,49,62
2245,13,50,63
2246,13,50,63
2247,13,50,63
2248,12,50,62
2249,12,50,62
2250,12,50,62
2251,12,51,63
2252,12,51,63
2253,12,51,63
2254,12,51,63
2255,12,51,63
2256,12,51,63
2257,12,51,63
2258,12,51,63
2259,12,51,63
2260,12,51,63
2261,12,52,64
2262,12,52,64
2263,12,52,64
2264,12,51,63
2265,11,51,62
2266,11,50,61
2267,11,50,61
2268,11,50,61
2269,11,50,61
2270,11,52,63
2271,11,52,63
2272,11,52,63
2273,11,52,63
2274,11,52,63
2275,11,52,63
2276,11,52,63
2277,11,52,63
2278,11,52,63
2279,11,52,63
2280,11,52,63
2281,11,52,63
2282,11,52,63
2283,11,52,63
2284,11,52,63
2285,11,52,63
2286,11,52,63
2287,11,52,63
2288,11,52,63
2289,11,52,63
2290,11,52,63
2291,11,52,63
2292,11,53,64
2293,11,53,64
2294,11,54,65
2295,11,54,65
2296,11,54,65
2297,11,54,65
2298,11,54,65
2299,11,54,65
2300,10,54,64
2301,10,54,64
2302,10,55,65
2303,10,55,65
2304,10,55,65
2305,10,55,65
2306,10,55,65
2307,10,55,65
2308,10,55,65
2309,10,55,65
2310,10,55,65
2311,10,55,65
2312,10,55,65
2313,10,55,65
2314,10,55,65
2315,10,55,65
2316,10,55,65
2317,10,55,65
2318,10,56,66
2319,10,56,66
2320,10,56,66
2321,10,55,65
2322,10,55,65
2323,10,56,66
2324,10,56,66
2325,10,56,66
2326,10,56,66
2327,10,56,66
2328,10,56,66
2329,10,56,66
2330,10,56,66
2331,10,56,66
2332,10,56,66
2333,11,55,66
2334,11,55,66
2335,11,55,66
2336,11,55,66
2337,11,55,66
2338,11,54,65
2339,11,54,65
2340,11,54,65
2341,11,54,65
2342,11,54,65
2343,12,53,65
2344,12,53,65
2345,12,53,65
2346,12,53,65
2347,12,53,65
2348,12,53,65
2349,12,53,65
2350,12,53,65
2351,12,54,66
2352,12,54,66
2353,12,54,66
2354,12,54,66
2355,12,54,66
2356,12,54,66
2357,12,55,67
2358,12,56,68
2359,12,56,68
2360,12,56,68
2361,12,55,67
2362,12,55,67
2363,12,55,67
2364,12,55,67
2365,12,56,68
2366,12,56,68
2367,12,56,68
2368,12,56,68
2369,12,56,68
2370,12,56,68
2371,12,56,68
2372,12,56,68
2373,12,56,68
2374,12,55,67
2375,12,55,67
2376,12,55,67
2377,12,55,67
2378,12,55,67
2379,13,54,67
2380,13,55,68
2381,13,55,68
2382,13,56,69
2383,13,56,69
2384,13,56,69
2385,13,56,69
2386,13,56,69
2387,13,56,69
2388,13,56,69
2389,13,56,69
2390,13,56,69
2391,13,56,69
2392,13,56,69
2393,13,56,69
2394,13,56,69
2395,13,56,69
2396,13,56,69
2397,13,56,69
2398,13,56,69
2399,13,56,69
2400,13,56,69
2401,13,56,69
2402,13,55,68
2403,13,55,68
2404,13,55,68
2405,13,55,68
2406,13,55,68
2407,13,55,68
2408,13,55,68
2409,13,55,68
2410,13,55,68
2411,13,55,68
2412,13,55,68
2413,13,55,68
2414,13,55,68
2415,13,55,68
2416,13,57,70
2417,13,57,70
2418,13,57,70
2419,13,57,70
2420,13,57,70
2421,13,56,69
2422,14,55,69
2423,14,56,70
2424,14,56,70
2425,14,56,70
2426,14,56,70
2427,14,56,70
2428,14,56,70
2429,14,56,70
2430,14,56,70
2431,14,56,70
2432,15,55,70
2433,16,54,70
2434,16,54,70
2435,16,54,70
2436,16,54,70
2437,16,54,70
2438,16,54,70
2439,16,54,70
2440,15,54,69
2441,15,54,69
2442,15,54,69
2443,15,54,69
2444,15,54,69
2445,15,54,69
2446,15,54,69
2447,15,54,69
2448,15,54,69
2449,15,54,69
2450,15,54,69
2451,15,54,69
2452,15,55,70
2453,15,55,70
2454,15,55,70
2455,15,55,70
2456,15,55,70
2457,15,55,70
2458,15,55,70
2459,15,55,70
2460,15,55,70
2461,15,55,70
2462,15,55,70
2463,15,55,70
2464,15,56,71
2465,15,56,71
2466,15,56,71
2467,15,56,71
2468,15,56,71
2469,15,56,71
2470,15,56,71
2471,14,56,70
2472,14,55,69
2473,14,55,69
2474,14,55,69
2475,14,55,69
2476,14,55,69
2477,14,55,69
2478,14,55,69
2479,14,54,68
2480,14,54,68
2481,15,53,68
2482,15,53,68
2483,15,53,68
2484,15,53,68
2485,15,53,68
2486,15,53,68
2487,15,53,68
2488,15,53,68
2489,15,53,68
2490,15,53,68
2491,15,54,69
2492,16,53,69
2493,16,53,69
2494,16,53,69
2495,16,53,69
2496,16,53,69
2497,16,53,69
2498,15,53,68
2499,15,54,69
2500,15,54,69
2501,15,54,69
2502,15,55,70
2503,15,55,70
2504,15,55,70
2505,15,57,72
2506,15,57,72
2507,15,57,72
2508,15,57,72
2509,15,57,72
2510,15,57,72
2511,15,57,72
2512,15,57,72
2513,15,57,72
2514,15,57,72
2515,15,57,72
2516,15,57,72
2517,15,57,72
2518,15,57,72
2519,15,57,72
2520,15,57,72
2521,15,57,72
2522,15,57,72
2523,14,57,71
2524,14,57,71
2525,14,57,71
2526,14,57,71
2527,13,57,70
2528,13,57,70
2529,13,57,70
2530,13,57,70
2531,13,57,70
2532,14,57,71
2533,14,57,71
2534,15,56,71
2535,15,56,71
2536,15,56,71
2537,15,55,70
2538,15,55,70
2539,15,55,70
2540,15,55,70
2541,15,55,70
2542,15,55,70
2543,15,55,70
2544,15,54,69
2545,15,54,69
2546,14,54,68
2547,15,54,69
2548,15,54,69
2549,15,54,69
2550,15,54,69
2551,15,54,69
2552,15,54,69
2553,15,54,69
2554,15,54,69
2555,16,53,69
2556,16,54,70
2557,16,54,70
2558,16,54,70
2559,16,54,70
2560,16,54,70
2561,16,54,70
2562,16,54,70
2563,16,53,69
2564,16,53,69
2565,16,53,69
2566,16,53,69
2567,16,53,69
2568,16,53,69
2569,17,52,69
2570,17,52,69
2571,17,52,69
2572,17,52,69
2573,17,52,69
2574,17,52,69
2575,17,52,69
2576,17,52,69
2577,17,52,69
2578,17,52,69
2579,17,52,69
2580,17,52,69
2581,17,52,69
2582,17,52,69
2583,17,52,69
2584,17,52,69
2585,17,52,69
2586,17,52,69
2587,17,52,69
2588,17,52,69
2589,16,52,68
2590,16,52,68
2591,16,52,68
2592,16,52,68
2593,16,52,68
2594,16,52,68
2595,16,52,68
2596,16,51,67
2597,16,52,68
2598,16,52,68
2599,16,52,68
2600,16,53,69
2601,16,53,69
2602,16,53,69
2603,16,53,69
2604,16,53,69
2605,16,53,69
2606,16,53,69
2607,16,53,69
2608,16,53,69
2609,16,53,69
2610,16,53,69
2611,16,53,69
2612,16,54,70
2613,15,54,69
2614,15,54,69
2615,15,54,69
2616,15,54,69
2617,15,54,69
2618,16,53,69
2619,16,52,68
2620,16,52,68
2621,16,52,68
2622,16,52,68
2623,16,52,68
2624,16,52,68
2625,16,52,68
2626,16,52,68
2627,16,52,68
2628,16,52,68
2629,16,52,68
2630,16,51,67
2631,16,51,67
2632,16,51,67
2633,16,51,67
2634,15,51,66
2635,15,52,67
2636,15,52,67
2637,14,52,66
2638,14,52,66
2639,14,52,66
2640,14,52,66
2641,14,52,66
2642,14,52,66
2643,14,52,66
2644,14,52,66
2645,14,52,66
2646,14,51,65
2647,14,52,66
2648,14,52,66
2649,14,52,66
2650,14,52,66
2651,14,52,66
2652,14,52,66
2653,14,52,66
2654,14,52,66
2655,14,51,65
2656,14,51,65
2657,14,51,65
2658,14,52,66
2659,14,52,66
2660,14,52,66
2661,14,52,66
2662,14,52,66
2663,14,52,66
2664,14,52,66
2665,14,52,66
2666,14,53,67
2667,14,53,67
2668,14,53,67
2669,14,53,67
2670,14,53,67
2671,14,53,67
2672,14,53,67
2673,14,53,67
2674,14,54,68
2675,14,54,68
2676,14,54,68
2677,14,55,69
2678,14,55,69
2679,14,55,69
2680,14,55,69
2681,14,55,69
2682,14,55,69
2683,14,55,69
2684,14,55,69
2685,14,56,70
2686,14,56,70
2687,14,56,70
2688,14,57,71
2689,14,58,72
2690,14,59,73
2691,14,59,73
2692,14,59,73
2693,14,59,73
2694,14,59,73
2695,14,59,73
2696,14,61,75
2697,14,60,74
2698,14,60,74
2699,14,60,74
2700,14,60,74
2701,14,60,74
2702,15,59,74
2703,15,59,74
2704,15,59,74
2705,15,59,74
2706,15,59,74
2707,15,59,74
2708,15,59,74
2709,15,60,75
2710,15,61,76
2711,15,60,75
2712,15,60,75
2713,15,60,75
2714,15,60,75
2715,15,60,75
2716,15,60,75
2717,15,59,74
2718,15,61,76
2719,15,61,76
2720,15,61,76
2721,15,61,76
2722,15,61,76
2723,15,61,76
2724,16,60,76
2725,16,60,76
2726,16,60,76
2727,16,60,76
2728,16,60,76
2729,16,60,76
2730,17,59,76
2731,17,58,75
2732,17,58,75
2733,17,58,75
2734,17,58,75
2735,16,58,74
2736,16,58,74
2737,16,58,74
2738,16,58,74
2739,16,58,74
2740,16,58,74
2741,16,58,74
2742,16,58,74
2743,16,58,74
2744,16,58,74
2745,16,58,74
2746,16,58,74
2747,16,59,75
2748,16,61,77
2749,16,61,77
2750,16,62,78
2751,16,62,78
2752,16,63,79
2753,16,64,80
2754,16,65,81
2755,17,64,81
2756,17,64,81
2757,17,64,81
2758,17,64,81
2759,17,64,81
2760,17,64,81
2761,17,63,80
2762,17,63,80
2763,17,63,80
2764,17,63,80
2765,17,63,80
2766,17,63,80
2767,17,63,80
2768,17,63,80
2769,17,63,80
2770,17,63,80
2771,17,63,80
2772,17,63,80
2773,17,63,80
2774,17,64,81
2775,17,64,81
2776,17,64,81
2777,17,64,81
2778,17,64,81
2779,17,63,80
2780,17,64,81
2781,16,64,80
2782,16,64,80
2783,16,64,80
2784,16,64,80
2785,16,64,80
2786,16,64,80
2787,16,64,80
2788,16,64,80
2789,16,64,80
2790,16,64,80
2791,17,63,80
2792,17,63,80
2793,17,63,80
2794,17,63,80
2795,17,63,80
2796,17,63,80
2797,17,63,80
2798,17,63,80
2799,17,63,80
2800,17,63,80
2801,17,63,80
2802,17,62,79
2803,17,62,79
2804,17,62,79
2805,17,62,79
2806,17,61,78
2807,17,61,78
2808,17,61,78
2809,17,61,78
2810,17,61,78
2811,17,62,79
2812,17,62,79
2813,17,62,79
2814,17,62,79
2815,17,62,79
2816,17,62,79
2817,17,62,79
2818,17,63,80
2819,17,63,80
2820,17,63,80
2821,18,62,80
2822,18,62,80
2823,18,62,80
2824,18,62,80
2825,18,62,80
2826,18,62,80
2827,18,62,80
2828,18,62,80
2829,18,62,80
2830,18,62,80
2831,20,62,82
2832,20,62,82
2833,20,62,82
2834,20,62,82
2835,19,62,81
2836,19,62,81
2837,19,62,81
2838,19,64,83
2839,19,65,84
2840,19,65,84
2841,19,66,85
2842,19,66,85
2843,19,66,85
2844,19,66,85
2845,19,66,85
2846,19,66,85
2847,19,66,85
2848,19,66,85
2849,19,66,85
2850,19,66,85
2851,19,66,85
2852,20,65,85
2853,20,65,85
2854,20,65,85
2855,20,65,85
2856,20,65,85
2857,19,66,85
2858,19,66,85
2859,19,65,84
2860,19,65,84
2861,19,66,85
2862,19,66,85
2863,19,66,85
2864,19,66,85
2865,19,66,85
2866,19,66,85
2867,19,67,86
2868,19,66,85
2869,19,66,85
2870,19,66,85
2871,20,66,86
2872,20,67,87
2873,20,67,87
2874,20,67,87
2875,20,67,87
2876,20,66,86
2877,20,66,86
2878,20,66,86
2879,20,66,86
2880,20,67,87
2881,20,67,87
2882,20,67,87
2883,20,66,86
2884,20,66,86
2885,20,66,86
2886,20,65,85
2887,19,65,84
2888,19,65,84
2889,19,65,84
2890,19,65,84
2891,19,65,84
2892,19,65,84
2893,19,65,84
2894,18,65,83
2895,18,65,83
2896,18,65,83
2897,18,65,83
2898,18,65,83
2899,18,65,83
2900,18,65,83
2901,18,65,83
2902,18,66,84
2903,18,66,84
2904,18,66,84
2905,18,66,84
2906,19,65,84
2907,19,65,84
2908,19,65,84
2909,19,65,84
2910,19,65,84
2911,19,66,85
2912,19,66,85
2913,19,66,85
2914,20,65,85
2915,20,65,85
2916,20,65,85
2917,20,65,85
2918,20,65,85
2919,20,65,85
2920,20,65,85
2921,20,65,85
2922,20,65,85
2923,20,64,84
2924,20,63,83
2925,20,63,83
2926,20,63,83
2927,20,63,83
2928,20,63,83
2929,20,63,83
2930,20,63,83
2931,20,63,83
2932,20,63,83
2933,20,63,83
2934,20,65,85
2935,20,65,85
2936,20,65,85
2937,20,65,85
2938,20,65,85
2939,20,65,85
2940,20,65,85
2941,20,65,85
2942,20,65,85
2943,20,66,86
2944,20,66,86
2945,20,68,88
2946,20,67,87
2947,20,68,88
2948,20,68,88
2949,22,66,88
2950,22,65,87
2951,22,65,87
2952,22,65,87
2953,22,65,87
2954,21,65,86
2955,21,65,86
2956,21,65,86
2957,21,65,86
2958,21,65,86
2959,21,65,86
2960,21,65,86
2961,22,64,86
2962,22,64,86
2963,23,63,86
2964,23,63,86
2965,23,63,86
2966,23,63,86
2967,23,63,86
2968,23,63,86
2969,23,63,86
2970,23,63,86
2971,24,62,86
2972,24,62,86
2973,23,62,85
2974,23,62,85
2975,23,62,85
2976,23,62,85
2977,23,62,85
2978,23,62,85
2979,23,62,85
2980,23,62,85
2981,23,63,86
2982,24,62,86
2983,24,62,86
2984,24,62,86
2985,24,62,86
2986,24,62,86
2987,25,60,85
2988,25,60,85
2989,25,60,85
2990,25,60,85
2991,25,60,85
2992,25,60,85
2993,25,59,84
2994,25,59,84
2995,25,59,84
2996,25,59,84
2997,25,59,84
2998,25,59,84
2999,25,58,83
3000,25,58,83
3001,26,57,83
3002,26,57,83
3003,26,57,83
3004,27,56,83
3005,27,56,83
3006,27,56,83
3007,27,56,83
3008,28,55,83
3009,28,55,83
3010,28,55,83
3011,28,55,83
3012,28,55,83
3013,28,55,83
3014,28,55,83
3015,28,55,83
3016,28,54,82
3017,29,53,82
3018,29,54,83
3019,29,53,82
3020,30,52,82
3021,30,52,82
3022,31,52,83
3023,31,52,83
3024,32,51,83
3025,32,50,82
3026,33,49,82
3027,33,48,81
3028,33,48,81
3029,34,48,82
3030,35,47,82
3031,35,47,82
3032,35,47,82
3033,35,48,83
3034,35,48,83
3035,36,46,82
3036,36,46,82
3037,36,46,82
3038,36,46,82
3039,36,46,82
3040,36,46,82
3041,36,46,82
3042,36,46,82
3043,36,48,84
3044,36,47,83
3045,35,47,82
3046,35,47,82
3047,35,47,82
3048,35,48,83
3049,35,48,83
3050,35,48,83
3051,35,48,83
3052,35,48,83
3053,35,48,83
3054,35,48,83
3055,35,47,82
3056,36,46,82
3057,36,46,82
3058,36,47,83
3059,36,47,83
3060,36,47,83
3061,37,46,83
3062,37,47,84
3063,36,48,84
3064,36,48,84
3065,36,48,84
3066,36,48,84
3067,36,48,84
3068,36,47,83
3069,36,47,83
3070,36,47,83
3071,36,48,84
3072,37,47,84
3073,36,47,83
3074,36,47,83
3075,36,47,83
3076,36,47,83
3077,36,47,83
3078,36,47,83
3079,36,47,83
3080,36,47,83
3081,36,47,83
3082,36,50,86
3083,36,50,86
3084,36,50,86
3085,36,49,85
3086,36,49,85
3087,36,49,85
3088,36,48,84
3089,36,48,84
3090,36,48,84
3091,36,48,84
3092,37,47,84
3093,37,47,84
3094,37,47,84
3095,37,47,84
3096,37,48,85
3097,37,49,86
3098,37,49,86
3099,38,48,86
3100,39,47,86
3101,39,48,87
3102,40,47,87
3103,40,47,87
3104,39,47,86
3105,39,48,87
3106,39,48,87
3107,39,48,87
3108,39,48,87
3109,39,48,87
3110,39,48,87
3111,39,48,87
3112,40,47,87
3113,40,47,87
3114,40,47,87
3115,40,47,87
3116,41,46,87
3117,41,47,88
3118,40,47,87
3119,40,47,87
3120,40,47,87
3121,41,46,87
3122,40,46,86
3123,39,46,85
3124,39,46,85
3125,39,46,85
3126,39,46,85
3127,39,46,85
3128,39,47,86
3129,39,47,86
3130,39,47,86
3131,38,46,84
3132,38,46,84
3133,38,46,84
3134,37,46,83
3135,37,46,83
3136,37,46,83
3137,37,46,83
3138,37,46,83
3139,37,46,83
3140,37,46,83
3141,37,46,83
3142,37,46,83
3143,37,46,83
3144,37,47,84
3145,37,48,85
3146,37,47,84
3147,37,47,84
3148,37,47,84
3149,37,47,84
3150,37,48,85
3151,37,49,86
3152,37,49,86
3153,37,49,86
3154,37,49,86
3155,38,47,85
3156,38,47,85
3157,38,47,85
3158,37,47,84
3159,37,47,84
3160,37,47,84
3161,38,46,84
3162,38,46,84
3163,37,46,83
3164,37,46,83
3165,37,46,83
3166,37,46,83
3167,37,46,83
3168,37,45,82
3169,38,44,82
3170,38,44,82
3171,38,44,82
3172,38,44,82
3173,39,43,82
3174,39,43,82
3175,39,43,82
3176,39,43,82
3177,39,43,82
3178,39,43,82
3179,39,43,82
3180,39,43,82
3181,39,44,83
3182,39,44,83
3183,39,45,84
3184,39,43,82
3185,39,43,82
3186,39,43,82
3187,39,43,82
3188,39,43,82
3189,39,42,81
3190,40,41,81
3191,40,42,82
3192,40,42,82
3193,40,42,82
3194,40,42,82
3195,40,42,82
3196,40,42,82
3197,40,42,82
3198,40,42,82
3199,40,42,82
3200,40,42,82
3201,39,42,81
3202,39,42,81
3203,39,42,81
3204,39,42,81
3205,39,42,81
3206,39,42,81
3207,39,41,80
3208,39,41,80
3209,40,40,80
3210,40,40,80
3211,41,38,79
